name,online_order,book_table,rate,votes,location,rest_type,cuisines,2_people,type
Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,others,200.0,Delivery
Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,Quick Bites,others,100.0,Delivery
South Cool Point,Yes,No,3.7535684020485616,0,Basavanagudi,Dessert Parlor,Beverages,100.0,Delivery
Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,South Indian,400.0,Delivery
Java City,Yes,No,2.6,157,Jayanagar,Cafe,others,450.0,Delivery
Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Quick Bites,others,300.0,Delivery
Woodee Pizza,Yes,No,3.7,180,Banashankari,Cafe,others,500.0,Delivery
Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,South Indian,100.0,Delivery
Bangalore Agarwal Bhavan,Yes,No,3.9,134,Jayanagar,Quick Bites,others,400.0,Delivery
Rustic Stove,Yes,No,3.8,577,Jayanagar,Casual Dining,others,900.0,Delivery
Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,others,550.0,Delivery
Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,others,800.0,Delivery
Just Thindi,Yes,No,3.6,16,Basavanagudi,Quick Bites,South Indian,200.0,Delivery
Matru Sagar,Yes,No,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,others,150.0,Delivery
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,others,1200.0,Delivery
Desi Dawat,Yes,No,3.7,248,others,Quick Bites,"North Indian, Fast Food",400.0,Delivery
Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,others,500.0,Delivery
Donne Biriyani combos,Yes,No,3.7535684020485616,0,others,Casual Dining,Biryani,400.0,Delivery
Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,others,700.0,Delivery
Mast Punjabi,Yes,No,2.6,231,others,Quick Bites,others,400.0,Delivery
South Grand,Yes,No,3.4,102,others,Casual Dining,others,400.0,Delivery
Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,others,800.0,Delivery
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,others,800.0,Delivery
Cafe Zone,Yes,No,3.9,149,others,Quick Bites,others,300.0,Delivery
Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,others,200.0,Delivery
Firangi Bake,Yes,No,4.0,53,others,Delivery,others,600.0,Delivery
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900.0,Delivery
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800.0,Delivery
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,others,400.0,Delivery
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery
Sandwichwallas,Yes,No,3.7,35,Jayanagar,Quick Bites,Fast Food,200.0,Delivery
Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,others,150.0,Delivery
SLV Upachar,Yes,No,3.1,14,others,Quick Bites,others,250.0,Delivery
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,others,400.0,Delivery
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,others,300.0,Delivery
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,200.0,Delivery
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250.0,Delivery
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150.0,Delivery
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600.0,Delivery
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,others,200.0,Delivery
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Fast Food,200.0,Delivery
Bakers Town,Yes,No,3.8,77,others,Cafe,others,650.0,Delivery
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,others,"Mithai, Street Food",100.0,Delivery
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100.0,Delivery
Ivy,Yes,No,3.8,210,others,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Delivery
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,others,650.0,Delivery
Chai Kraft,Yes,No,4.1,30,Jayanagar,others,others,100.0,Delivery
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,others,700.0,Delivery
South Point Pub,Yes,No,3.4,11,Basavanagudi,others,others,800.0,Delivery
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,others,700.0,Delivery
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,others,350.0,Delivery
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,others,others,200.0,Delivery
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,others,300.0,Delivery
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,others,200.0,Delivery
Coffee Tindi,Yes,No,3.8,75,Banashankari,others,others,200.0,Delivery
Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,others,600.0,Delivery
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,others,others,100.0,Delivery
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400.0,Delivery
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,others,400.0,Delivery
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400.0,Delivery
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,others,600.0,Delivery
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,others,250.0,Delivery
Nandhanu's Rasoi,Yes,No,3.0,175,others,Quick Bites,"Chinese, North Indian",400.0,Delivery
Hotel Pork Paradise,Yes,No,3.7,21,others,Quick Bites,South Indian,300.0,Delivery
As On Fire,Yes,No,3.5,41,others,others,others,400.0,Delivery
J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,others,300.0,Delivery
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,others,800.0,Delivery
Lassi Shop,Yes,No,3.5,45,Banashankari,others,others,300.0,Delivery
Magic Meals,Yes,No,3.7,47,Jayanagar,others,others,400.0,Delivery
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,others,650.0,Delivery
Drunken Monkey,Yes,No,3.8,52,others,others,"Beverages, Fast Food",400.0,Delivery
Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200.0,Delivery
Tandoori Bytes,Yes,No,3.6,59,others,Casual Dining,North Indian,700.0,Delivery
Bangalore Donne Biriyani,Yes,No,3.2,4,others,Quick Bites,"South Indian, Biryani",300.0,Delivery
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,others,400.0,Delivery
Keventers,Yes,No,3.7,54,Banashankari,others,others,400.0,Delivery
Sree Sagar,Yes,No,3.7535684020485616,0,Banashankari,Quick Bites,South Indian,200.0,Delivery
Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery
Shawarma Inc,Yes,No,3.1,31,Banashankari,others,others,250.0,Delivery
The Cafe Nuts and Bolts,Yes,No,3.0,29,others,Cafe,others,500.0,Delivery
AM WOW,Yes,No,3.4,6,Jayanagar,others,Beverages,100.0,Delivery
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500.0,Delivery
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150.0,Delivery
Salut,Yes,Yes,4.1,442,Jayanagar,others,others,1200.0,Delivery
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,others,400.0,Delivery
Lassi Stop,Yes,No,3.4,12,Banashankari,others,others,150.0,Delivery
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,South Indian,100.0,Delivery
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,South Indian,200.0,Delivery
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,South Indian,300.0,Delivery
Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Delivery
Crunch and Munch,Yes,No,3.7,23,others,Quick Bites,others,300.0,Delivery
Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,others,350.0,Delivery
Sri Krishna Aramane,Yes,No,3.7,40,others,Quick Bites,others,200.0,Delivery
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,others,100.0,Delivery
Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,others,150.0,Delivery
Food Point,Yes,No,3.5,32,others,Quick Bites,"North Indian, Chinese",300.0,Delivery
Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,South Indian,200.0,Delivery
Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,others,300.0,Delivery
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,others,250.0,Delivery
New Rajadhani Spicy,Yes,No,3.7,67,others,Casual Dining,North Indian,700.0,Delivery
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,others,others,250.0,Delivery
VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200.0,Delivery
Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,others,300.0,Delivery
Food Springs,Yes,No,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Delivery
Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,Chinese,700.0,Delivery
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,others,others,1200.0,Delivery
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,Street Food,200.0,Delivery
Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,others,800.0,Delivery
Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,others,500.0,Delivery
Maiyas,Yes,No,4.0,1778,Jayanagar,Quick Bites,others,200.0,Delivery
Sip n Dine,Yes,No,3.6,218,others,Casual Dining,"North Indian, Chinese, South Indian",800.0,Delivery
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,others,600.0,Delivery
Jalpaan,Yes,Yes,4.0,866,Jayanagar,Casual Dining,others,900.0,Delivery
Kataria's Pakwan,Yes,No,3.2,96,others,Quick Bites,North Indian,400.0,Delivery
Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,others,250.0,Delivery
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,others,others,300.0,Delivery
Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,others,"Mithai, Street Food",400.0,Delivery
Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,others,350.0,Delivery
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,others,600.0,Delivery
Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,others,100.0,Delivery
New Biryani Mane,Yes,No,3.7,128,others,Casual Dining,others,450.0,Delivery
Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery
Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,Quick Bites,Street Food,100.0,Delivery
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,others,Beverages,150.0,Delivery
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,others,200.0,Delivery
Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,Quick Bites,others,400.0,Delivery
Chai Point,Yes,No,3.2,208,Jayanagar,others,others,250.0,Delivery
Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100.0,Delivery
Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,others,600.0,Delivery
Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,others,200.0,Delivery
Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,others,500.0,Delivery
Snacks Bite,Yes,No,3.0,9,others,Quick Bites,others,400.0,Delivery
The Spice Saga,Yes,No,3.7,124,others,Casual Dining,others,750.0,Delivery
Dakshin Cafe,Yes,No,3.7,19,others,Quick Bites,South Indian,100.0,Delivery
Mr. Parathewala,Yes,No,3.7535684020485616,0,Jayanagar,"Takeaway, Delivery",North Indian,300.0,Delivery
Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,Quick Bites,others,150.0,Delivery
Ifruit Ice Cream,Yes,No,3.3,4,others,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery
Havmor,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery
Grand Food,Yes,No,3.4,8,Banashankari,others,others,250.0,Delivery
Dining Hut,Yes,No,3.5,10,others,Quick Bites,"North Indian, Chinese, South Indian",400.0,Delivery
7 Hills Garden Restaurant,Yes,No,3.7535684020485616,0,Banashankari,Quick Bites,others,400.0,Delivery
Desi Swaad,Yes,No,3.5,10,others,Quick Bites,North Indian,400.0,Delivery
Yummy Momos,Yes,No,3.2,4,others,Quick Bites,others,200.0,Delivery
Masale Daan,Yes,No,3.1,4,Banashankari,Delivery,North Indian,350.0,Delivery
Sri Manjunatha Tandoori Corner,Yes,No,3.7535684020485616,0,others,Quick Bites,others,300.0,Delivery
Grow Fit,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery",others,500.0,Delivery
Cutcakes,Yes,No,3.7535684020485616,0,others,"Takeaway, Delivery",Bakery,300.0,Delivery
Sandwich Hub,Yes,No,3.4,12,Jayanagar,Quick Bites,others,300.0,Delivery
Healthy Bakes 'n' Brew,Yes,No,3.7535684020485616,0,Jayanagar,others,Bakery,150.0,Delivery
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600.0,Delivery
Starlite Bakery & Fastfood,Yes,No,3.7,0,Jayanagar,Quick Bites,others,300.0,Delivery
Veganbreak24x7,Yes,No,2.8,5,others,"Takeaway, Delivery",others,199.0,Delivery
Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,others,others,800.0,Delivery
Dodda Mane Baaduta,Yes,No,3.5,15,Banashankari,Quick Bites,others,250.0,Delivery
Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500.0,Delivery
Nandini Milk Parlour and Restaurant,Yes,No,3.7535684020485616,0,others,others,others,250.0,Delivery
Happy Chopsticks,Yes,No,3.6,17,Basavanagudi,Quick Bites,others,300.0,Delivery
Sai Super Sandwich,Yes,No,3.7535684020485616,0,Banashankari,Quick Bites,others,200.0,Delivery
Right Pizza,Yes,No,3.7535684020485616,0,Basavanagudi,Quick Bites,Pizza,300.0,Delivery
Udupi Upachar,Yes,No,3.3,6,Banashankari,Quick Bites,"South Indian, North Indian",500.0,Delivery
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100.0,Delivery
The Sip Shop,Yes,No,3.7535684020485616,0,Basavanagudi,Quick Bites,others,200.0,Delivery
Jalsa,Yes,Yes,4.1,775,Banashankari,Casual Dining,others,800.0,Delivery
Subz,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,"North Indian, South Indian",1000.0,Delivery
Rajastani Rasoi,Yes,No,3.7535684020485616,0,Basavanagudi,Quick Bites,North Indian,100.0,Delivery
Sri Banashankari Upahara,Yes,No,3.7535684020485616,0,others,Quick Bites,"North Indian, South Indian",150.0,Delivery
Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,others,600.0,Delivery
Mint and Mustard,Yes,No,4.0,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750.0,Delivery
Chinese Square,Yes,No,3.9,38,Basavanagudi,Quick Bites,Chinese,200.0,Delivery
Hyderabad Express,Yes,No,3.7535684020485616,0,Banashankari,Quick Bites,others,300.0,Delivery
Punjabi Raswada,Yes,Yes,3.5,431,Jayanagar,Casual Dining,North Indian,800.0,Delivery
Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,others,800.0,Delivery
Chetty's Corner,Yes,No,3.4,30,others,Quick Bites,others,200.0,Delivery
Kapoor's Cafe,Yes,No,4.2,150,Jayanagar,Casual Dining,North Indian,800.0,Delivery
Donne Biryani & Kabab Corner,Yes,No,3.3,12,others,Quick Bites,others,200.0,Delivery
Sukh Sagar,Yes,No,3.8,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450.0,Delivery
S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery
Andhra Ruchulu,Yes,Yes,4.1,666,Jayanagar,others,others,1000.0,Delivery
The Samosa Co,Yes,No,3.7535684020485616,0,Jayanagar,Quick Bites,others,200.0,Delivery
Steaming Mugs,Yes,No,3.9,240,Basavanagudi,Cafe,Cafe,700.0,Delivery
San Churro Cafe,Yes,No,3.8,918,Banashankari,others,others,800.0,Delivery
Rajathadri Food Fort,Yes,No,4.0,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600.0,Delivery
Brew Meister,Yes,Yes,4.1,970,Jayanagar,others,others,1500.0,Delivery
Rasoi,Yes,No,3.3,128,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Delivery
Mr. Singh Da Dhaba,Yes,No,3.6,241,others,Quick Bites,"North Indian, Chinese",300.0,Delivery
Kababs N Biryani,Yes,No,3.4,22,Banashankari,Quick Bites,South Indian,200.0,Delivery
Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery
Biriyani Mane,Yes,No,3.8,130,Jayanagar,Quick Bites,"North Indian, Biryani",400.0,Delivery
Cafe Ajfan,Yes,No,4.2,261,Jayanagar,Cafe,others,700.0,Delivery
Brundhavana Food Point,Yes,No,4.0,191,others,Quick Bites,others,300.0,Delivery
SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,others,550.0,Delivery
Biryani Royals Garden,Yes,No,3.7535684020485616,0,others,Quick Bites,others,500.0,Delivery
Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,others,300.0,Delivery
The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,others,750.0,Delivery
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,others,400.0,Delivery
Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500.0,Delivery
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,others,500.0,Delivery
Multi Snacky Hub,No,No,3.7535684020485616,0,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery
Kettle & Kegs,Yes,No,3.2,6,Banashankari,Delivery,others,200.0,Delivery
Baisakhi,Yes,No,3.8,527,Basavanagudi,Casual Dining,North Indian,500.0,Delivery
Corner House Ice Cream,No,No,4.3,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts
Poonam Sweets,No,No,4.4,356,Banashankari,others,others,150.0,Desserts
XO Belgian Waffle,Yes,No,3.7,17,Banashankari,Dessert Parlor,"Desserts, Beverages",400.0,Desserts
Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,Ice Cream,150.0,Desserts
Cake of the Day,No,No,3.7,78,Banashankari,others,Bakery,150.0,Desserts
Amma's Pastries,No,No,3.8,60,Banashankari,Dessert Parlor,Bakery,400.0,Desserts
Kanti Sweets,Yes,No,4.0,115,Banashankari,others,"Mithai, Street Food",400.0,Desserts
Sugar Rush,No,No,3.8,39,Banashankari,others,"Bakery, Desserts",300.0,Desserts
Polar Bear,Yes,No,3.9,116,Banashankari,Dessert Parlor,others,400.0,Desserts
San Churro Cafe,Yes,No,3.8,918,Banashankari,others,others,800.0,Desserts
Anand Sweets and Savouries,No,No,3.7,46,Banashankari,others,"Mithai, Street Food",400.0,Desserts
Ibaco,Yes,No,3.9,41,Banashankari,Dessert Parlor,Desserts,300.0,Desserts
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,others,700.0,Desserts
The Lassi and Juice Park,No,No,3.8,28,Banashankari,others,others,150.0,Desserts
Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500.0,Desserts
Parimala Sweets,No,No,3.5,14,Banashankari,others,"Mithai, Street Food",200.0,Desserts
The Big O Bakes,No,No,4.0,66,Banashankari,others,"Bakery, Desserts",300.0,Desserts
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,others,"Mithai, Street Food",100.0,Desserts
Keventers,Yes,No,3.7,54,Banashankari,others,others,400.0,Desserts
Dessert Rose,No,No,3.5,7,Banashankari,Dessert Parlor,Desserts,500.0,Desserts
Thanco's Natural Ice Creams,No,No,3.2,9,Banashankari,Dessert Parlor,Ice Cream,300.0,Desserts
Corner Stone,No,No,3.6,42,Banashankari,others,others,300.0,Desserts
Kaggis,No,No,3.8,64,Banashankari,Quick Bites,others,250.0,Desserts
Cocoa Bakes,Yes,No,3.6,14,Banashankari,others,"Bakery, Desserts",350.0,Desserts
Floured-Baked With Love,No,No,3.8,45,Banashankari,"Takeaway, Delivery",Bakery,400.0,Desserts
CAFE NOVA,No,No,3.2,11,Banashankari,Cafe,others,600.0,Desserts
Cakes & Slices,No,No,3.5,13,Banashankari,others,"Bakery, Desserts",300.0,Desserts
Arun Ice Cream,No,No,3.4,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts
Just Bake,No,No,3.4,8,Banashankari,others,"Bakery, Desserts",400.0,Desserts
Dharwad Line Bazaar Mishra Pedha,No,No,3.7535684020485616,0,Banashankari,Dessert Parlor,others,150.0,Desserts
Cake Bite,No,No,3.7535684020485616,0,Banashankari,others,Bakery,300.0,Desserts
Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts
Melting Melodies,No,No,3.7535684020485616,0,Banashankari,others,Bakery,300.0,Desserts
Sweet N Swirl,No,No,3.2,17,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150.0,Desserts
Me And My Cake,No,No,3.7535684020485616,0,Banashankari,Delivery,"Bakery, Desserts",500.0,Desserts
Mukesh Sweet Centre,No,No,3.7535684020485616,0,Banashankari,others,others,300.0,Desserts
Darkolates,No,No,3.7535684020485616,0,Banashankari,others,Desserts,200.0,Desserts
Sai Super Sandwich,Yes,No,3.7535684020485616,0,Banashankari,Quick Bites,others,200.0,Desserts
Sweet Truth,Yes,No,3.9,35,Banashankari,Delivery,"Bakery, Desserts",500.0,Desserts
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,others,400.0,Desserts
Gopi Ice Creams,No,No,3.7535684020485616,0,Banashankari,Dessert Parlor,Ice Cream,100.0,Desserts
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,Basavanagudi,others,others,400.0,Desserts
Baskin Robbins,No,No,3.7,25,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts
Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,others,600.0,Desserts
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,others,others,300.0,Desserts
Srinivasa Brahmins Bakery,No,No,3.6,16,Basavanagudi,others,others,150.0,Desserts
Jain Bakes,No,No,3.6,8,Basavanagudi,others,"Bakery, Desserts",250.0,Desserts
